pull-right,profile-img href,b-lazy src,b-lazy src 2,user-ms-name,user-ms-name href,usr-addr-text,total-rev-counts,total-rev-counts href,total-followers-counts,total-followers-counts href,col-10,col-10 href,rating,views,rating 2,rating 3,rating href,label,more,more 2,more 3,flag-review-text href,flag-review-text src,share,share 2,share 3,share 4,share 5,rc src,like-image-new src,rar-rate,tooltip,comment-image-new src,comment-clk,share-text-icon src,share-text-icon,btn,btn 2,btn 3,tooltip-content,b-lazy src 3,tooltip-content 3
Reply as Brand,https://www.mouthshut.com/poojagala888,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,poojagala888,https://www.mouthshut.com/poojagala888,Mumbai India,2 Reviews,https://www.mouthshut.com/poojagala888/reviews,,,For sure shopping at Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-ppnmmunllt,"Jul 02, 2015 03:52 PM",89860 Views,,,,Response Received,I wanted to shop a phone cover for my friend and hence I shopped from bewakoof.com,"I figured out that they not only sell at low prices but also with good delivery. Because of their vast range of products, it made my shopping easier. I wanted a funky cover as prints and quotes is the new trend. So bewakoof.com provided me with my wish. So overall its  good online shopping website to buy products on fair prices.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/bhavyad0802,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,bhavyad0802,https://www.mouthshut.com/bhavyad0802,Ghaziabad India,220 Reviews,https://www.mouthshut.com/bhavyad0802/reviews,72 Followers,https://www.mouthshut.com/account/trust_by.php?user=bhavyad0802,Bewakoof.com,https://www.mouthshut.com/review/bewakoof-review-nssmmopuus,"Jun 30, 2015 08:58 PM",88280 Views,,,,Response Received,Bewakoof.com is a site for online shopping. I remember buying a shirt for my friend which was actually a good quality but I was somewhat dissappointed with the services.,It took quite a long time to ship and when I wanted to exchange foe the size I had to pay for couriering it back thus an additional amount I had to pay.I don't believe their wre compromises with the quality but the service could be more efficient.On the whole an OK site.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/kukrejakukki,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,kukrejakukki,https://www.mouthshut.com/kukrejakukki,India,1 Review,https://www.mouthshut.com/kukrejakukki/reviews,2 Followers,https://www.mouthshut.com/account/trust_by.php?user=kukrejakukki,Poor customer service,https://www.mouthshut.com/review/bewakoof-review-uqnrspopus,"Jun 22, 2015 08:51 PM",89293 Views,(via ),iOS App,https://www.mouthshut.com/app,Response Received,"I have placed an order on this online portal , after I have got the delivery their post delivery services are just nonsense. As I have got wrong size I have requested for replacement .",The website only has an email id which is reverting with irrelavant mails . Totally useless and worst customer services ????,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,5,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/sagarrawat007,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,sagarrawat007,https://www.mouthshut.com/sagarrawat007,- India,1 Review,https://www.mouthshut.com/sagarrawat007/reviews,,,Pathetic service,https://www.mouthshut.com/review/bewakoof-review-nppslpopus,"Jun 22, 2015 08:41 PM",88378 Views,(via ),Android App,https://www.mouthshut.com/app,Response Received,This site having meri bad service they can't  even bother abt their customers. I purchased  a tees which I got oversized.,Now I m looking for replacement.and they don't have a customer too.send us link to contact them mail . but they don't  even reply on mail too. such a bad pathetic service they providing to their customers .plss think once to shop with them. They are cheaters??????,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/Theexplorer,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Theexplorer,https://www.mouthshut.com/theexplorer,mumbai India,3 Reviews,https://www.mouthshut.com/theexplorer/reviews,,,Great collections _ Awesome designs,https://www.mouthshut.com/review/bewakoof-review-mntqqunous,"Jun 20, 2015 05:25 PM",15425 Views,,,,Response Received,"Bewakoof is a fun brand with some creative designs. They trendy, funny and quirky designs for T- shirts, pyjamas and boxers.","I like how they keep updating their website, everytime I log on t their website they have fresh, trending designs to offer.  As a regular buyer, they have never disappointed me. The products are also delivered on time, never had any issue.    They recently have included mobile cover and I personally think they are doing a  good job. Way to to go guys.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/Sanjay_More,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Sanjay_More,https://www.mouthshut.com/sanjay_more,mumbai India,3 Reviews,https://www.mouthshut.com/sanjay_more/reviews,,,One stop shop for fun and quirky apparels,https://www.mouthshut.com/review/bewakoof-review-tulnorsmus,"Jun 17, 2015 04:05 PM",88591 Views,,,,Response Received,"When I was looking up for fun tshirts, I stumbled upon this website and was amazed to see the vast collection of not only tshirts but also boxers, phone covers etc.",This was exactly what I was looking for. Bought few tshirts which were of really good quality. Online experience right from selecting the apparel to payment was smooth and easy to use! And there's always something new every month. Keep up the good work!,Thanks.,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/RucheM,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,RucheM,https://www.mouthshut.com/ruchem,mumbai India,2 Reviews,https://www.mouthshut.com/ruchem/reviews,,,"Cool website, awesome products",https://www.mouthshut.com/review/bewakoof-review-rloqnqrmus,"Jun 17, 2015 12:54 PM",14209 Views,,,,Response Received,Happy with their products and the quality.  Regular buyer and they have a wide variety to offer every time I visit their website.,"They have recently updated their website and it looks really awesome. It is s easy to shop and the payment option is also good, especially their wallet system. I like their phone covers and those quirky pajamas. People have complaint about the delivery time, but I have received my products within 7 days. Last  product I purchased was the Dream Catcher  Samsung S5 cover and I received it  in 4 days.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/Subhi888,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,Subhi888,https://www.mouthshut.com/subhi888,Mumbai India,3 Reviews,https://www.mouthshut.com/subhi888/reviews,,,Great website.....no complaints!!!,https://www.mouthshut.com/review/bewakoof-review-pqsultmmus,"Jun 16, 2015 03:33 PM",15248 Views,,,,Response Received,"I just read the previous review and I think the complaint is irrelevant. Bewakoof.com is an online shopping brand for apparels like Tshirts, pjs, boxers and phone covers.","I have purchased a couple of tshirts and Pajamas and I can say, the quality and the fit is really amazing. They have even delivered the product on time. Recently they updated their collections for phone covers and I must say i'm really impressed. Totally recommend this website for graphic tshirts and Pjs, they are trendy, cool and all available at reasonable prices.",,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/rubypanda,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,rubypanda,https://www.mouthshut.com/rubypanda,India,1 Review,https://www.mouthshut.com/rubypanda/reviews,,,Fooling customers,https://www.mouthshut.com/review/bewakoof-review-orpnlpmmus,"Jun 16, 2015 01:38 PM",14954 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,Sorry very unhappy. I had ordered a special size and brand of sanitary napkin. They just sent a cheap variety instead.,Please don't take customers for granted specially when they are aware of the market and other online shopping sites. Being a new one you have to be better and cut down on delivery time. I am not using it again. ??,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,4,https://www.mouthshut.com/Images/comment-icon.svg,Comments 1,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
Reply as Brand,https://www.mouthshut.com/RekhaaD,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,https://image3.mouthshut.com/images/Offline/Common/Images/transparent.png,RekhaaD,https://www.mouthshut.com/rekhaad,Mumbai India,2 Reviews,https://www.mouthshut.com/rekhaad/reviews,,,Love their phone covers,https://www.mouthshut.com/review/bewakoof-review-uttqqqmuts,"Jun 12, 2015 12:07 PM",13710 Views,,,,Response Received,"Bewakoof has great variety of phone covers. It was very hard to choose just one. They have gud options for samsung and iphone covers.I ad heard few complaints and was not sure, but last week I had order for a Dream Catcher iPhone 5/5s Phone case and it was delivered to me within 7days, thanks you guys. I totally love the cover.",They also have great collection for tshirts and Pjs. They have like graphic and printed stuff which is trendy and fun.,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,11,,,
Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reply as Brand,https://www.mouthshut.com/pradeep630,https://image3.mouthshut.com/images/imagesu/m/pradeep630.jpg,https://image3.mouthshut.com/images/Offline/Common/Images/Badge/popular.png,pradeep630,https://www.mouthshut.com/pradeep630,India,20 Reviews,https://www.mouthshut.com/pradeep630/reviews,1 Follower,https://www.mouthshut.com/account/trust_by.php?user=pradeep630,It is a good plateform to buy new brand's product,https://www.mouthshut.com/review/bewakoof-review-nmtronmuts,"Jun 12, 2015 11:26 AM",12496 Views,(via ),Mobile,https://www.mouthshut.com/review/apis.aspx,Response Received,"Before 3 or 4 months I know about this website . I thinked that this is new in online shopping market, let's try it so I ordered a T - SHIRT from this website .",After some days I received a packet from deliver boy I just opened and try . I judge that it's provided better qualities and verities to the compare of other websites . quality of product is good as I say . I used these t- shirt and its same . so my opinion is just try it and give a chance to change your opinions about new websites .,,javascript:;,https://www.mouthshut.com/APP_THEMES/images/review/flag.svg,Flag This Review,Irrelevant,Fake,Junk,Thank You! We appreciate your effort.,https://www.mouthshut.com/Images/COMMON/loading_ajax.gif,https://www.mouthshut.com/Images/like-icon.svg,Like,3,https://www.mouthshut.com/Images/comment-icon.svg,Comments 0,https://www.mouthshut.com/Images/share.png,Share,Submit,Update,View more comments,ksp55,,
